Page;product;experimental;unreleased;season;alternateRecipe;mainRecipe;recipeName;craftedIn;avgPower;inCraftBench;inWorkShop;researchTier;producedIn;craftingTime;craftingClicks;productCount;productsPerMinute;product2;productCount2;productsPerMinute2;product3;productCount3;productsPerMinute3;product4;productCount4;productsPerMinute4;quantity1;ingredient1;quantity2;ingredient2;quantity3;ingredient3;quantity4;ingredient4;quantity5;ingredient5;quantity6;ingredient6;quantity7;ingredient7;quantity8;ingredient8;quantity9;ingredient9;quantity10;ingredient10
"Heavy Oil Residue";"Heavy Oil Residue";0;0;;0;0;"Unpackage Heavy Oil Residue";Packager;;0;0;"[[Tier 5]] - Alternative Fluid Transport";;6;;2;20;"Empty Canister";2;20;;;0;;;0;2;"Packaged Heavy Oil Residue";;;;;;;;;;;;;;;;;;
"Heavy Oil Residue";"Heavy Oil Residue";0;0;;1;0;"Heavy Oil Residue";Refinery;;0;0;"[[Tier 5]] - Oil Processing";;6;;4;40;"Polymer Resin";2;20;;;0;;;0;3;"Crude Oil";;;;;;;;;;;;;;;;;;
"High-Speed Connector";"High-Speed Connector";0;0;;0;0;"High-Speed Connector";Manufacturer;;1;0;"[[Caterium Research]] -  High-Speed Connector";;16;8;1;3.8;;;0;;;0;;;0;56;Quickwire;10;Cable;1;"Circuit Board";;;;;;;;;;;;;;
"High-Speed Connector";"High-Speed Connector";0;0;;1;0;"Silicon High-Speed Connector";Manufacturer;;0;0;"[[Tier 5]] - Oil Processing&lt;/br&gt;[[Caterium Research]] - High-Speed Connector&lt;/br&gt;[[Quartz Research]] - Quartz";;40;;2;3;;;0;;;0;;;0;60;Quickwire;25;Silica;2;"Circuit Board";;;;;;;;;;;;;;
"Hover Pack";"Hover Pack";0;0;;0;0;"Hover Pack";"Equipment Workshop";;0;1;"[[Tier 7]] - Hover Pack";;;30;1;0;;;0;;;0;;;0;8;Motor;4;"Heavy Modular Frame";8;Computer;40;"Alclad Aluminum Sheet";;;;;;;;;;;;
Hypertube;Hypertube;0;0;;0;1;Hypertube;"Build Gun";;;;"[[Tier 4]] - Hypertubes";;;;1;;;;;;;;;;;1;"Copper Sheet";1;"Steel Pipe";;;;;;;;;;;;;;;;
"Hypertube Entrance";"Hypertube Entrance";0;0;;0;1;"Hypertube Entrance";"Build Gun";;;;"[[Tier 4]] - Hypertubes";;;;1;;;;;;;;;;;4;"Encased Industrial Beam";4;Rotor;10;"Steel Pipe";;;;;;;;;;;;;;
"Hypertube Supports";"Hypertube Floor Hole";0;0;;0;1;"Hypertube Floor Hole";"Build Gun";;;;"[[AWESOME Shop]] - Hypertube Floor Hole";;;;1;;;;;;;;;;;2;"Iron Rod";2;"Iron Plate";2;Concrete;;;;;;;;;;;;;;
"Hypertube Supports";"Hypertube Support";0;0;;0;1;"Hypertube Support";"Build Gun";;;;"[[Tier 4]] - Hypertubes";;;;1;;;;;;;;;;;2;"Iron Plate";2;Concrete;;;;;;;;;;;;;;;;
"Hypertube Supports";"Hypertube Wall Hole";0;0;;0;1;"Hypertube Wall Hole";"Build Gun";;;;"[[AWESOME Shop]] - Hypertube Wall Attachments";;;;1;;;;;;;;;;;2;"Iron Plate";2;Concrete;;;;;;;;;;;;;;;;
"Hypertube Supports";"Hypertube Wall Support";0;0;;0;1;"Hypertube Wall Support";"Build Gun";;;;"[[AWESOME Shop]] - Hypertube Wall Attachments";;;;1;;;;;;;;;;;2;"Iron Plate";2;Concrete;;;;;;;;;;;;;;;;
"Hypertube Supports";"Stackable Hypertube Support";0;0;;0;1;"Stackable Hypertube Support";"Build Gun";;;;"[[Tier 4]] - Hypertubes";;;;1;;;;;;;;;;;4;"Iron Plate";2;"Iron Rod";2;Concrete;;;;;;;;;;;;;;
"Iron Ingot";"Iron Ingot";0;0;;0;0;"Iron Ingot";Smelter;;1;0;"The beginning";;2;3;1;30;;;0;;;0;;;0;1;"Iron Ore";;;;;;;;;;;;;;;;;;
"Iron Ingot";"Iron Ingot";0;0;;1;0;"Pure Iron Ingot";Refinery;;0;0;"[[Tier 3]] - Coal Power";;12;;13;65;;;0;;;0;;;0;7;"Iron Ore";4;Water;;;;;;;;;;;;;;;;
"Iron Ingot";"Iron Ingot";0;0;;1;0;"Iron Alloy Ingot";Foundry;;0;0;;;6;;5;50;;;0;;;0;;;0;2;"Iron Ore";2;"Copper Ore";;;;;;;;;;;;;;;;
"Iron Ore";"Iron Ore";0;0;;0;0;"Iron Ore";Miner;;0;0;;;1;;1;60;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;
"Iron Plate";"Iron Plate";0;0;;0;0;"Iron Plate";Constructor;;1;0;"The beginning";;6;3;2;20;;;0;;;0;;;0;3;"Iron Ingot";;;;;;;;;;;;;;;;;;
"Iron Plate";"Iron Plate";0;0;;1;0;"Coated Iron Plate";Assembler;;0;0;"[[Tier 5]] - Oil Processing";;12;;15;75;;;0;;;0;;;0;10;"Iron Ingot";2;Plastic;;;;;;;;;;;;;;;;
"Iron Plate";"Iron Plate";0;0;;1;0;"Steel Coated Plate";Assembler;;0;0;"[[Tier 5]] - Oil Processing";;24;;18;45;;;0;;;0;;;0;3;"Steel Ingot";2;Plastic;;;;;;;;;;;;;;;;
"Iron Rod";"Iron Rod";0;0;;0;0;"Iron Rod";Constructor;;1;0;"The beginning";;4;1;1;15;;;0;;;0;;;0;1;"Iron Ingot";;;;;;;;;;;;;;;;;;
"Iron Rod";"Iron Rod";0;0;;1;0;"Steel Rod";Constructor;;0;0;"[[Tier 3]] - Basic Steel Production";;5;;4;48;;;0;;;0;;;0;1;"Steel Ingot";;;;;;;;;;;;;;;;;;
Jetpack;Jetpack;0;0;;0;0;Jetpack;"Equipment Workshop";;0;1;"[[Tier 6]] - Jetpack";;;30;1;0;;;0;;;0;;;0;50;Plastic;50;Rubber;15;"Circuit Board";5;Motor;;;;;;;;;;;;
"Jump Pad";"Jump Pad";0;0;;0;1;"Jump Pad";"Build Gun";;;;"[[Tier 2]] - Jump Pads";;;;1;;;;;;;;;;;2;Rotor;15;"Iron Plate";10;Cable;;;;;;;;;;;;;;
Ladder;Ladder;0;0;;0;1;Ladder;"Build Gun";;;;"[[AWESOME Shop]] - Organization";;;;1;;;;;;;;;;;2;"Iron Rod";;;;;;;;;;;;;;;;;;
Lights;"Ceiling Light";0;0;;0;1;"Ceiling Light";"Build Gun";;;;"[[AWESOME Shop]] - Indoor Lighting";;;;1;;;;;;;;;;;50;Quickwire;16;Wire;6;"Steel Beam";;;;;;;;;;;;;;
Lights;"Flood Light Tower";0;0;;0;1;"Flood Light Tower";"Build Gun";;;;"[[AWESOME Shop]] - Flood Lights";;;;1;;;;;;;;;;;25;Quickwire;4;"Copper Sheet";8;"Encased Industrial Beam";;;;;;;;;;;;;;
Lights;"Lights Control Panel";0;0;;0;1;"Lights Control Panel";"Build Gun";;;;"[[AWESOME Shop]] - Lights Control Panel";;;;1;;;;;;;;;;;10;Cable;5;"Reinforced Iron Plate";3;"AI Limiter";;;;;;;;;;;;;;
Lights;"Street Light";0;0;;0;1;"Street Light";"Build Gun";;;;"[[AWESOME Shop]] - Street Light";;;;1;;;;;;;;;;;10;Quickwire;4;Wire;4;"Iron Rod";;;;;;;;;;;;;;
Lights;"Wall Mounted Flood Light";0;0;;0;1;"Wall Mounted Flood Light";"Build Gun";;;;"[[AWESOME Shop]] - Flood Lights";;;;1;;;;;;;;;;;25;Quickwire;4;"Copper Sheet";2;"Encased Industrial Beam";;;;;;;;;;;;;;
Limestone;Limestone;0;0;;0;0;Limestone;Miner;;0;0;"[[Tier 0]] - HUB Upgrade 3";;1;;1;60;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;
"Liquid Biofuel";"Liquid Biofuel";0;0;;0;0;"Liquid Biofuel";Refinery;;0;0;"[[Tier 5]] - Alternative Fluid Transport";;4;;4;60;;;0;;;0;;;0;6;"Solid Biofuel";3;Water;;;;;;;;;;;;;;;;
"Liquid Biofuel";"Liquid Biofuel";0;0;;0;0;"Unpackage Liquid Biofuel";Packager;;0;0;"[[Tier 5]] - Alternative Fluid Transport";;2;;2;60;"Empty Canister";2;60;;;0;;;0;2;"Packaged Liquid Biofuel";;;;;;;;;;;;;;;;;;
"Lookout Tower";"Lookout Tower";0;0;;0;1;"Lookout Tower";"Build Gun";;;;"[[Tier 1]] - Base Building";;;;1;;;;;;;;;;;5;"Iron Plate";5;"Iron Rod";;;;;;;;;;;;;;;;
"Magnetic Field Generator";"Magnetic Field Generator";0;0;;0;0;"Magnetic Field Generator";Manufacturer;;0;0;"[[Tier 8]] - Nuclear Power";;120;;2;1;;;0;;;0;;;0;5;"Versatile Framework";2;"Electromagnetic Control Rod";10;Battery;;;;;;;;;;;;;;
MAM;MAM;0;0;;0;1;MAM;"Build Gun";;;;"[[Tier 1]] - Field Research";;;;1;;;;;;;;;;;5;"Reinforced Iron Plate";15;Cable;45;Wire;;;;;;;;;;;;;;
MAM/ko;MAM;0;0;;0;1;MAM;"빌드 건";;;;"[[Tier 1|티어 1]] - 현장 연구";;;;1;;;;;;;;;;;5;"보강된 철판";15;케이블;45;전선;;;;;;;;;;;;;;
Manufacturer;Manufacturer;0;0;;0;1;Manufacturer;"Build Gun";;;;"[[Tier 5]] - Industrial Manufacturing";;;;1;;;;;;;;;;;5;Motor;10;"Heavy Modular Frame";50;Cable;50;Plastic;;;;;;;;;;;;
"Medicinal Inhaler";"Medicinal Inhaler";0;0;;0;0;"Nutritional Inhaler";"Equipment Workshop";;0;1;"[[Nutrients]] - Nutritional Inhaler";;;5;1;0;;;0;;;0;;;0;1;"Bacon Agaric";2;Paleberry;5;"Beryl Nut";;;;;;;;;;;;;;
"Medicinal Inhaler";"Medicinal Inhaler";0;0;;0;0;"Vitamin Inhaler";"Equipment Workshop";;0;1;"[[Mycelia Research]] - Vitamin Inhaler";;;5;1;0;;;0;;;0;;;0;10;Mycelia;5;Paleberry;;;;;;;;;;;;;;;;
"Medicinal Inhaler";"Medicinal Inhaler";0;0;;0;0;"Protein Inhaler";"Equipment Workshop";;0;1;"[[Alien Organisms]] - Protein Inhaler";;;5;1;0;;;0;;;0;;;0;1;"Alien Protein";10;"Beryl Nut";;;;;;;;;;;;;;;;
"Medicinal Inhaler";"Medicinal Inhaler";0;0;;0;0;"Therapeutic Inhaler";"Equipment Workshop";;0;1;"[[Alien Organisms]] - Therapeutic Inhaler";;;5;1;0;;;0;;;0;;;0;15;Mycelia;1;"Alien Protein";1;"Bacon Agaric";;;;;;;;;;;;;;
Miner;"Miner Mk.1";0;0;;0;1;"Miner Mk.1";"Build Gun";;;;"[[Tier 0]] - HUB Upgrade 5";;;;1;;;;;;;;;;;1;"Portable Miner";10;"Iron Plate";10;Concrete;;;;;;;;;;;;;;
Miner;"Miner Mk.2";0;0;;0;1;"Miner Mk.2";"Build Gun";;;;"[[Tier 4]] - Advanced Steel Production";;;;1;;;;;;;;;;;2;"Portable Miner";10;"Encased Industrial Beam";20;"Steel Pipe";10;"Modular Frame";;;;;;;;;;;;
Miner;"Miner Mk.3";0;0;;0;1;"Miner Mk.3";"Build Gun";;;;"[[Tier 8]] - Leading-edge Production";;;;1;;;;;;;;;;;3;"Portable Miner";50;"Steel Pipe";5;Supercomputer;10;"Fused Modular Frame";3;"Turbo Motor";;;;;;;;;;
Miner;"Portable Miner";0;0;;0;0;"Portable Miner";"Equipment Workshop";;0;1;"[[Tier 0]] - HUB Upgrade 1";;;10;1;0;;;0;;;0;;;0;2;"Iron Plate";4;"Iron Rod";;;;;;;;;;;;;;;;
Miner;"Portable Miner";0;0;;1;0;"Automated Miner";Manufacturer;;0;0;"[[Tier 5]] - Industrial Manufacturing";;60;;1;1;;;0;;;0;;;0;1;Motor;4;"Steel Pipe";4;"Iron Rod";2;"Iron Plate";;;;;;;;;;;;
"Modular Engine";"Modular Engine";0;0;;0;0;"Modular Engine";Manufacturer;;0;0;"[[Tier 5]] - Industrial Manufacturing";;60;;1;1;;;0;;;0;;;0;2;Motor;15;Rubber;2;"Smart Plating";;;;;;;;;;;;;;
"Modular Frame";"Modular Frame";0;0;;0;0;"Modular Frame";Assembler;;1;0;"[[Tier 2]] - Part Assembly";;60;15;2;2;;;0;;;0;;;0;3;"Reinforced Iron Plate";12;"Iron Rod";;;;;;;;;;;;;;;;
"Modular Frame";"Modular Frame";0;0;;1;0;"Bolted Frame";Assembler;;0;0;"[[Tier 2]] - Part Assembly";;24;;2;5;;;0;;;0;;;0;3;"Reinforced Iron Plate";56;Screw;;;;;;;;;;;;;;;;
"Modular Frame";"Modular Frame";0;0;;1;0;"Steeled Frame";Assembler;;0;0;"[[Tier 3]] - Basic Steel Production";;60;;3;3;;;0;;;0;;;0;2;"Reinforced Iron Plate";10;"Steel Pipe";;;;;;;;;;;;;;;;
Motor;Motor;0;0;;0;0;Motor;Assembler;;1;0;"[[Tier 4]] - Advanced Steel Production";;12;12;1;5;;;0;;;0;;;0;2;Rotor;2;Stator;;;;;;;;;;;;;;;;
Motor;Motor;0;0;;1;0;"Rigour Motor";Manufacturer;;0;0;"[[Tier 4]] - Advanced Steel Production&lt;br&gt;[[Quartz Research]] - Quartz Crystals";;48;;6;7.5;;;0;;;0;;;0;3;Rotor;3;Stator;1;"Crystal Oscillator";;;;;;;;;;;;;;
Motor;Motor;0;0;;1;0;"Electric Motor";Assembler;;0;0;"[[Tier 7]] - Aeronautical Engineering";;16;;2;7.5;;;0;;;0;;;0;1;"Electromagnetic Control Rod";2;Rotor;;;;;;;;;;;;;;;;
"Nitric Acid";"Nitric Acid";0;0;;0;0;"Nitric Acid";Blender;;0;0;"[[Tier 8]] - Particle Enrichment";;6;;3;30;;;0;;;0;;;0;12;"Nitrogen Gas";3;Water;1;"Iron Plate";;;;;;;;;;;;;;
"Nitric Acid";"Nitric Acid";0;0;;0;0;"Unpackage Nitric Acid";Packager;;0;0;"[[Tier 8]] - Particle Enrichment&lt;br&gt;''[[Tier 5]] - Alternative Fluid Transport''";;3;;1;20;"Empty Fluid Tank";1;20;;;0;;;0;1;"Packaged Nitric Acid";;;;;;;;;;;;;;;;;;
"Nitrogen Gas";"Nitrogen Gas";0;0;;0;0;"Unpackage Nitrogen Gas";Packager;;0;0;"[[Tier 8]] - Advanced Aluminum Production&lt;br&gt;''[[Tier 5]] - Alternative Fluid Transport''";;1;;4;240;"Empty Fluid Tank";1;60;;;0;;;0;1;"Packaged Nitrogen Gas";;;;;;;;;;;;;;;;;;
"Nobelisk Detonator";"Cluster Nobelisk";0;0;;0;0;"Cluster Nobelisk";Assembler;;0;1;"[[Sulfur Research]] - Cluster Nobelisk";;24;;1;2.5;;;0;;;0;;;0;3;Nobelisk;4;"Smokeless Powder";;;;;;;;;;;;;;;;
"Nobelisk Detonator";"Gas Nobelisk";0;0;;0;0;"Gas Nobelisk";Assembler;;0;1;"[[Mycelia Research]] - Toxic Cellular Modification";;12;;1;5;;;0;;;0;;;0;1;Nobelisk;10;Biomass;;;;;;;;;;;;;;;;
"Nobelisk Detonator";Nobelisk;0;0;;1;0;"Seismic Nobelisk";Manufacturer;;0;0;"[[Sulfur Research]] - Nobelisk Explosives&lt;br/&gt;[[Quartz Research]] - Quartz Crystals";;40;;4;6;;;0;;;0;;;0;8;"Black Powder";8;"Steel Pipe";1;"Crystal Oscillator";;;;;;;;;;;;;;
"Nobelisk Detonator";Nobelisk;0;0;;0;0;Nobelisk;Assembler;;0;1;"[[Sulfur Research]] - The Nobelisk Detonator";;6;5;1;10;;;0;;;0;;;0;2;"Steel Pipe";2;"Black Powder";;;;;;;;;;;;;;;;
"Nobelisk Detonator";"Nobelisk Detonator";0;0;;0;0;"Nobelisk Detonator";"Equipment Workshop";;0;1;"[[Sulfur Research]] - The Nobelisk Detonator";;;20;1;0;;;0;;;0;;;0;1;"Object Scanner";10;"Steel Beam";50;Cable;;;;;;;;;;;;;;
"Nobelisk Detonator";"Nuke Nobelisk";0;0;;0;0;"Nuke Nobelisk";Manufacturer;;0;1;"[[Sulfur Research]] - Nuclear Deterrent Development";;120;;1;0.5;;;0;;;0;;;0;5;Nobelisk;20;"Encased Uranium Cell";10;"Smokeless Powder";6;"AI Limiter";;;;;;;;;;;;
"Nobelisk Detonator";"Pulse Nobelisk";0;0;;0;0;"Pulse Nobelisk";Assembler;;0;1;"[[Quartz Research]] - Explosive Resonance Application";;60;;5;5;;;0;;;0;;;0;5;Nobelisk;1;"Crystal Oscillator";;;;;;;;;;;;;;;;
"Non-fissile Uranium";"Non-fissile Uranium";0;0;;0;0;"Non-fissile Uranium";Blender;;0;0;"[[Tier 8]] - Particle Enrichment";;24;;20;50;Water;6;15;;;0;;;0;15;"Uranium Waste";10;Silica;6;"Nitric Acid";6;"Sulfuric Acid";;;;;;;;;;;;
"Non-fissile Uranium";"Non-fissile Uranium";0;0;;1;0;"Fertile Uranium";Blender;;0;0;"[[Tier 8]] - Particle Enrichment";;12;;20;100;Water;8;40;;;0;;;0;5;Uranium;5;"Uranium Waste";3;"Nitric Acid";5;"Sulfuric Acid";;;;;;;;;;;;
"Nuclear Pasta";"Nuclear Pasta";0;0;;0;0;"Nuclear Pasta";"Particle Accelerator";1000;0;0;"[[Tier 8]] - Particle Enrichment";;120;;1;0.5;;;0;;;0;;;0;200;"Copper Powder";1;"Pressure Conversion Cube";;;;;;;;;;;;;;;;
"Nuclear Power Plant";"Nuclear Power Plant";0;0;;0;1;"Nuclear Power Plant";"Build Gun";;;;"[[Tier 8]] - Nuclear Power";;;;1;;;;;;;;;;;250;Concrete;25;"Heavy Modular Frame";5;Supercomputer;100;Cable;100;"Alclad Aluminum Sheet";;;;;;;;;;
"Object Scanner";"Object Scanner";0;0;;0;0;"Object Scanner";"Equipment Workshop";;0;1;"[[Tier 1]] - Field Research";;;10;1;0;;;0;;;0;;;0;4;"Reinforced Iron Plate";20;Wire;50;Screw;;;;;;;;;;;;;;
"Oil Extractor";"Oil Extractor";0;0;;0;1;"Oil Extractor";"Build Gun";;;;"[[Tier 5]] - Oil Processing";;;;1;;;;;;;;;;;15;Motor;20;"Encased Industrial Beam";60;Cable;;;;;;;;;;;;;;
"Old unreleased content";"Dark Matter";0;1;;0;0;"Dark Matter";"Hadron Collider";;0;0;;;1;0;1;60;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;
"Old unreleased content";"Quantum Crystal";0;1;;0;0;"Quantum Crystal";"Quantum Encoder";;0;0;;;24;0;1;2.5;;;0;;;0;;;0;10;"Quartz Crystal";12;"Dark Matter";;;;;;;;;;;;;;;;
"Old unreleased content";"Rebar Scatter Gun";0;1;;0;0;"Rebar Scatter Gun";"Equipment Workshop";;0;1;;;;;1;0;;;0;;;0;;;0;2;"Rebar Gun";15;"Encased Industrial Beam";200;Screw;20;"Steel Pipe";;;;;;;;;;;;
"Old unreleased content";"Rifle Mk.2";0;1;;0;0;"Rifle Mk.2";"Equipment Workshop";;0;1;;;;;1;0;;;0;;;0;;;0;10;"Heavy Modular Frame";5;Computer;100;Rubber;2;Rifle;;;;;;;;;;;;
"Old unreleased content";"SAM Fluctuator";0;1;;0;0;"SAM Fluctuator";Assembler;;1;0;;;12;1;1;5;;;0;;;0;;;0;15;Cable;5;"SAM Ingot";;;;;;;;;;;;;;;;
"Old unreleased content";"SAM Ingot";0;1;;0;0;"SAM Ingot";Smelter;;1;0;;;2;6;1;30;;;0;;;0;;;0;6;"SAM Ore";;;;;;;;;;;;;;;;;;
"Packaged Alumina Solution";"Packaged Alumina Solution";0;0;;0;0;"Packaged Alumina Solution";Packager;;0;0;"[[Tier 7]] - Bauxite Refinement&lt;br&gt;''[[Tier 5]] - Alternative Fluid Transport''";;1;;2;120;;;0;;;0;;;0;2;"Alumina Solution";2;"Empty Canister";;;;;;;;;;;;;;;;
"Packaged Fuel";"Packaged Fuel";0;0;;0;0;"Packaged Fuel";Packager;;0;0;"[[Tier 5]] - Alternative Fluid Transport";;3;;2;40;;;0;;;0;;;0;2;Fuel;2;"Empty Canister";;;;;;;;;;;;;;;;
"Packaged Fuel";"Packaged Fuel";0;0;;1;0;"Diluted Packaged Fuel";Refinery;;0;0;"[[Tier 5]] - Oil Processing";;2;;2;60;;;0;;;0;;;0;1;"Heavy Oil Residue";2;"Packaged Water";;;;;;;;;;;;;;;;
"Packaged Heavy Oil Residue";"Packaged Heavy Oil Residue";0;0;;0;0;"Packaged Heavy Oil Residue";Packager;;0;0;"[[Tier 5]] - Alternative Fluid Transport";;4;;2;30;;;0;;;0;;;0;2;"Heavy Oil Residue";2;"Empty Canister";;;;;;;;;;;;;;;;
"Packaged Liquid Biofuel";"Packaged Liquid Biofuel";0;0;;0;0;"Packaged Liquid Biofuel";Packager;;0;0;"[[Tier 5]] - Alternative Fluid Transport";;3;;2;40;;;0;;;0;;;0;2;"Liquid Biofuel";2;"Empty Canister";;;;;;;;;;;;;;;;
"Packaged Nitric Acid";"Packaged Nitric Acid";0;0;;0;0;"Packaged Nitric Acid";Packager;;0;0;"[[Tier 8]] - Particle Enrichment&lt;br&gt;''[[Tier 5]] - Alternative Fluid Transport''";;2;;1;30;;;0;;;0;;;0;1;"Nitric Acid";1;"Empty Fluid Tank";;;;;;;;;;;;;;;;
"Packaged Nitrogen Gas";"Packaged Nitrogen Gas";0;0;;0;0;"Packaged Nitrogen Gas";Packager;;0;0;"[[Tier 8]] - Advanced Aluminum Production&lt;br&gt;''[[Tier 5]] - Alternative Fluid Transport''";;1;;1;60;;;0;;;0;;;0;4;"Nitrogen Gas";1;"Empty Fluid Tank";;;;;;;;;;;;;;;;
"Packaged Oil";"Packaged Oil";0;0;;0;0;"Packaged Oil";Packager;;0;0;"[[Tier 5]] - Alternative Fluid Transport";;4;;2;30;;;0;;;0;;;0;2;"Crude Oil";2;"Empty Canister";;;;;;;;;;;;;;;;
"Packaged Sulfuric Acid";"Packaged Sulfuric Acid";0;0;;0;0;"Packaged Sulfuric Acid";Packager;;0;0;"[[Tier 7]] - Aeronautical Engineering&lt;br&gt;''[[Tier 5]] - Alternative Fluid Transport''";;3;;2;40;;;0;;;0;;;0;2;"Sulfuric Acid";2;"Empty Canister";;;;;;;;;;;;;;;;
"Packaged Turbofuel";"Packaged Turbofuel";0;0;;0;0;"Packaged Turbofuel";Packager;;0;0;"[[Tier 5]] - Alternative Fluid Transport&lt;br/&gt;&amp;and;&amp;nbsp;one&amp;nbsp;of:&lt;br/&gt;[[Sulfur Research]] - Turbo Fuel&lt;br/&gt;OR [[Alternate Recipe]] - Turbo Heavy Fuel&lt;br/&gt;OR [[Alternate Recipe]] - Turbo Blend Fuel";;6;;2;20;;;0;;;0;;;0;2;Turbofuel;2;"Empty Canister";;;;;;;;;;;;;;;;
"Packaged Water";"Packaged Water";0;0;;0;0;"Packaged Water";Packager;;0;0;"[[Tier 5]] - Alternative Fluid Transport";;2;;2;60;;;0;;;0;;;0;2;Water;2;"Empty Canister";;;;;;;;;;;;;;;;
Packager;Packager;0;0;;0;1;Packager;"Build Gun";;;;"[[Tier 5]] - Alternative Fluid Transport";;;;1;;;;;;;;;;;20;"Steel Beam";10;Rubber;10;Plastic;;;;;;;;;;;;;;
Parachute;Parachute;0;0;;0;0;Parachute;"Equipment Workshop";;0;1;"[[Mycelia Research]] - Parachute";;;10;5;0;;;0;;;0;;;0;10;Fabric;5;Cable;;;;;;;;;;;;;;;;
"Particle Accelerator";"Particle Accelerator";0;0;;0;1;"Particle Accelerator";"Build Gun";;;;"[[Tier 8]] - Particle Enrichment";;;;1;;;;;;;;;;;25;"Radio Control Unit";100;"Electromagnetic Control Rod";10;Supercomputer;50;"Cooling System";20;"Fused Modular Frame";10;"Turbo Motor";;;;;;;;
"Personal Storage Box";"Hazard Storage Box";0;0;;0;1;"Hazard Storage Box";"Build Gun";;;;"[[AWESOME Shop]] - Hazard Box - Personal Storage Skin";;;;1;;;;;;;;;;;6;"Iron Plate";6;"Iron Rod";;;;;;;;;;;;;;;;
"Personal Storage Box";"Medical Storage Box";0;0;;0;1;"Medical Storage Box";"Build Gun";;;;"[[AWESOME Shop]] - Medical Box - Personal Storage Skin";;;;1;;;;;;;;;;;6;"Iron Plate";6;"Iron Rod";;;;;;;;;;;;;;;;
"Personal Storage Box";"Personal Storage Box";0;0;;0;1;"Personal Storage Box";"Build Gun";;;;"[[Tier 0]] - HUB Upgrade 1 (HUB upgrade)&lt;br /&gt;[[Tier 1]] - Field Research (standalone building)";;;;1;;;;;;;;;;;6;"Iron Plate";6;"Iron Rod";;;;;;;;;;;;;;;;
"Petroleum Coke";"Petroleum Coke";0;0;;0;0;"Petroleum Coke";Refinery;;0;0;"[[Tier 5]] - Oil Processing";;6;;12;120;;;0;;;0;;;0;4;"Heavy Oil Residue";;;;;;;;;;;;;;;;;;
Pillars;"Big Concrete Pillar";0;0;;0;1;"Big Concrete Pillar";"Build Gun";;;;"[[AWESOME Shop]] - Concrete Pillar Set";;;;1;;;;;;;;;;;5;Concrete;;;;;;;;;;;;;;;;;;
Pillars;"Big Frame Pillar";0;0;;0;1;"Big Frame Pillar";"Build Gun";;;;"[[AWESOME Shop]] - Concrete Pillar Set";;;;1;;;;;;;;;;;5;"Steel Beam";;;;;;;;;;;;;;;;;;
Pillars;"Big Metal Pillar";0;0;;0;1;"Big Metal Pillar";"Build Gun";;;;"[[AWESOME Shop]] - Metal Pillar Set";;;;1;;;;;;;;;;;3;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Pillars;"Big Pillar Support";0;0;;0;1;"Big Pillar Support";"Build Gun";;;;"[[AWESOME Shop]] - Metal Pillar Set&lt;br/&gt;
[[AWESOME Shop]] - Concrete Pillar Set&lt;br/&gt;
[[AWESOME Shop]] - Frame Pillar Set";;;;1;;;;;;;;;;;5;Concrete;;;;;;;;;;;;;;;;;;
Pillars;"Small Concrete Pillar";0;0;;0;1;"Small Concrete Pillar";"Build Gun";;;;"[[AWESOME Shop]] - Concrete Pillar Set";;;;1;;;;;;;;;;;3;Concrete;;;;;;;;;;;;;;;;;;
Pillars;"Small Frame Pillar";0;0;;0;1;"Small Frame Pillar";"Build Gun";;;;"[[AWESOME Shop]] - Concrete Pillar Set";;;;1;;;;;;;;;;;3;"Steel Beam";;;;;;;;;;;;;;;;;;
Pillars;"Small Metal Pillar";0;0;;0;1;"Small Metal Pillar";"Build Gun";;;;"[[AWESOME Shop]] - Metal Pillar Set";;;;1;;;;;;;;;;;2;Concrete;1;"Iron Plate";;;;;;;;;;;;;;;;
Pillars;"Small Pillar Support";0;0;;0;1;"Small Pillar Support";"Build Gun";;;;"[[AWESOME Shop]] - Metal Pillar Set&lt;br/&gt;
[[AWESOME Shop]] - Concrete Pillar Set&lt;br/&gt;
[[AWESOME Shop]] - Frame Pillar Set";;;;1;;;;;;;;;;;3;Concrete;;;;;;;;;;;;;;;;;;
Pipeline;"Pipeline Mk.1";0;0;;0;1;"Pipeline Mk.1";"Build Gun";;;;"[[Tier 3]] - Coal Power";;;;1;;;;;;;;;;;1;"Copper Sheet";;;;;;;;;;;;;;;;;;
Pipeline;"Pipeline Mk.1 (No Indicator)";0;0;;0;1;"Pipeline Mk.1 (No Indicator)";"Build Gun";;;;"[[AWESOME Shop]] - Clean Pipeline Mk.1";;;;1;;;;;;;;;;;1;"Copper Sheet";;;;;;;;;;;;;;;;;;
Pipeline;"Pipeline Mk.2";0;0;;0;1;"Pipeline Mk.2";"Build Gun";;;;"[[Tier 6]] - Pipeline Engineering Mk.2";;;;1;;;;;;;;;;;2;"Copper Sheet";1;Plastic;;;;;;;;;;;;;;;;
